hit,energy,danceability,valence,tempo,acousticness
Non-Hit,0.7026611023955546,0.6519722224104633,0.5087417897197846,120.98498664995087,0.17253831064615593
Hit,0.6626895783132529,0.6804271385542168,0.5267325331325301,119.95791596385543,0.20018334490963854
